review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,engagement_score,price_bucket,review_month,age_group,segment
19058,Brooke Rowe,30,Xiaomi,Poco X6,557.5,557.5,USD,1.0,3.0,Neutral,USA,English,2025-07-16,True,4,3,2,2,4,4,Flipkart,7,"(443.994, 707.968]",2025-07,26-35,Mid-range
19059,Denise Gay,32,Apple,iPhone SE,735.5,735.5,USD,1.0,2.0,Neutral,USA,English,2024-04-19,False,2,1,3,3,2,2,Flipkart,2,"(707.968, 971.942]",2024-04,26-35,Premium
19060,Herr Bastian Wernecke,22,Google,Pixel 6,674.97,627.72,EUR,0.93,2.0,Neutral,Germany,German,2025-05-23,True,2,3,2,2,1,1,BestBuy,4,"(443.994, 707.968]",2025-05,18-25,Upper-mid
19061,Frau Isabella Preiß MBA.,28,OnePlus,OnePlus Nord 3,479.19,445.65,EUR,0.93,3.0,Neutral,Germany,German,2023-08-02,True,2,2,2,2,3,4,eBay,7,"(443.994, 707.968]",2023-08,26-35,Upper-mid
19062,Matthew Morales,27,Apple,iPhone 13,1404.96,1404.96,USD,1.0,5.0,Positive,USA,English,2023-03-11,True,4,5,3,3,5,3,eBay,6,"(1235.916, 1499.89]",2023-03,26-35,Premium
19063,Dr. Isaque Lima,18,Samsung,Galaxy S24,1314.86,7494.7,BRL,5.7,5.0,Positive,Brazil,Portuguese,2025-03-02,True,5,2,2,4,5,9,Flipkart,12,"(1235.916, 1499.89]",2025-03,18-25,Premium
19064,Jennifer Huerta,41,Realme,Realme Narzo 70,263.42,263.42,USD,1.0,2.0,Negative,USA,English,2024-06-12,True,1,1,2,1,2,4,Flipkart,7,"(178.7, 443.994]",2024-06,36-45,Budget
19065,Maitê Ramos,29,Google,Pixel 6,961.47,5480.38,BRL,5.7,3.0,Positive,Brazil,Portuguese,2022-11-18,True,1,2,1,3,4,5,AliExpress,8,"(707.968, 971.942]",2022-11,26-35,Upper-mid
19066,Georgia Patel-Cooper,32,Motorola,Razr 40,255.1,198.98,GBP,0.78,4.0,Positive,UK,English,2024-07-27,True,4,3,3,3,4,6,Flipkart,9,"(178.7, 443.994]",2024-07,26-35,Mid-range
19067,Caitlin Bell,35,Samsung,Galaxy A55,664.85,664.85,USD,1.0,2.0,Negative,USA,English,2024-06-12,True,3,2,2,1,1,2,AliExpress,5,"(443.994, 707.968]",2024-06,26-35,Premium
19068,Ing. Lisette Geißler B.Sc.,33,Google,Pixel 7a,1003.81,933.54,EUR,0.93,5.0,Positive,Germany,German,2025-01-20,True,5,5,4,5,5,4,BestBuy,7,"(971.942, 1235.916]",2025-01,26-35,Upper-mid
19069,Faraj Borah,18,Samsung,Galaxy Z Flip,401.44,33319.52,INR,83.0,2.0,Negative,India,Hindi,2025-10-05,False,3,1,1,2,2,4,AliExpress,4,"(178.7, 443.994]",2025-10,18-25,Premium
19070,Noah da Conceição,27,OnePlus,OnePlus Nord 3,418.11,2383.23,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-04-18,True,1,1,1,1,1,1,Flipkart,4,"(178.7, 443.994]",2024-04,26-35,Upper-mid
19071,Corina Drubin,20,Google,Pixel 7a,602.18,560.03,EUR,0.93,5.0,Positive,Germany,German,2023-10-18,True,4,4,5,4,4,5,Amazon,8,"(443.994, 707.968]",2023-10,18-25,Upper-mid
19072,Bruce Neal,18,Motorola,Edge 50,496.6,685.31,CAD,1.38,4.0,Positive,Canada,English,2025-09-22,True,4,5,3,3,5,5,AliExpress,8,"(443.994, 707.968]",2025-09,18-25,Mid-range
19073,Nichole Kim,27,Apple,iPhone 14,1259.0,4620.53,AED,3.67,2.0,Neutral,UAE,English,2024-01-09,True,1,1,1,1,1,5,BestBuy,8,"(1235.916, 1499.89]",2024-01,26-35,Premium
19074,John Hobbs,34,Samsung,Galaxy S24,703.48,2581.77,AED,3.67,5.0,Positive,UAE,English,2023-09-05,True,4,5,5,5,5,6,Amazon,9,"(443.994, 707.968]",2023-09,26-35,Premium
19075,Alícia da Mota,25,Xiaomi,Poco X6,630.58,3594.31,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-04-07,True,3,2,3,2,2,8,BestBuy,11,"(443.994, 707.968]",2025-04,18-25,Mid-range
19076,Micheal Smith,44,Xiaomi,Poco X6,484.42,668.5,CAD,1.38,5.0,Positive,Canada,English,2022-12-23,True,4,3,5,5,5,4,Flipkart,7,"(443.994, 707.968]",2022-12,36-45,Mid-range
19077,Stuart Wilson-Jones,51,Motorola,Razr 40,420.45,327.95,GBP,0.78,3.0,Neutral,UK,English,2025-05-25,False,3,2,3,1,3,1,BestBuy,1,"(178.7, 443.994]",2025-05,46-55,Mid-range
19078,Benjamin Palmer,27,Samsung,Galaxy Note 20,630.77,870.46,CAD,1.38,1.0,Negative,Canada,English,2022-10-24,False,1,1,1,1,1,2,Flipkart,2,"(443.994, 707.968]",2022-10,26-35,Premium
19079,Ravi Guerra,31,Motorola,Edge 50,352.48,2009.14,BRL,5.7,2.0,Negative,Brazil,Portuguese,2024-09-03,True,2,1,2,1,2,1,AliExpress,4,"(178.7, 443.994]",2024-09,26-35,Mid-range
19080,Jeffrey Campbell,18,Motorola,Edge 50,596.98,596.98,USD,1.0,5.0,Positive,USA,English,2022-10-31,True,4,5,5,3,5,5,eBay,8,"(443.994, 707.968]",2022-10,18-25,Mid-range
19081,Olivia Miles,40,Samsung,Galaxy Z Flip,726.02,726.02,USD,1.0,2.0,Negative,USA,English,2024-03-02,True,2,3,3,1,1,2,AliExpress,5,"(707.968, 971.942]",2024-03,36-45,Premium
19082,Mr. Mike Miller,21,Realme,Realme 12 Pro,338.67,518.17,AUD,1.53,4.0,Positive,Australia,English,2022-11-10,False,4,4,4,3,3,8,eBay,8,"(178.7, 443.994]",2022-11,18-25,Budget
19083,Ms Lynn Brown,22,Realme,Realme 12 Pro,429.59,335.08,GBP,0.78,5.0,Positive,UK,English,2024-04-08,True,5,5,3,5,5,7,Flipkart,10,"(178.7, 443.994]",2024-04,18-25,Budget
19084,Justin Lewis,34,OnePlus,OnePlus 11R,840.3,3083.9,AED,3.67,3.0,Positive,UAE,English,2024-11-18,True,3,3,3,2,3,2,BestBuy,5,"(707.968, 971.942]",2024-11,26-35,Upper-mid
19085,Karen Warren-Heath,34,Apple,iPhone 13,782.59,610.42,GBP,0.78,3.0,Positive,UK,English,2025-08-13,False,1,3,4,2,2,4,Flipkart,4,"(707.968, 971.942]",2025-08,26-35,Premium
19086,Jeremy Baker,25,Motorola,Edge 50,411.18,1509.03,AED,3.67,3.0,Positive,UAE,English,2024-01-15,True,4,3,3,3,2,7,eBay,10,"(178.7, 443.994]",2024-01,18-25,Mid-range
19087,Dana Gill,18,Xiaomi,Poco X6,423.11,423.11,USD,1.0,4.0,Positive,USA,English,2025-02-15,True,4,4,3,3,3,3,Flipkart,6,"(178.7, 443.994]",2025-02,18-25,Mid-range
19088,Emily Banks,26,Samsung,Galaxy A55,945.19,1304.36,CAD,1.38,4.0,Positive,Canada,English,2023-11-07,False,4,3,3,3,3,7,eBay,7,"(707.968, 971.942]",2023-11,26-35,Premium
19089,Heather Thomas,32,Google,Pixel 7a,713.72,2619.35,AED,3.67,5.0,Positive,UAE,English,2023-10-11,True,5,4,5,5,4,5,Amazon,8,"(707.968, 971.942]",2023-10,26-35,Upper-mid
19090,David Cannon,32,Realme,Realme 12 Pro,576.12,2114.36,AED,3.67,1.0,Negative,UAE,English,2024-06-08,True,1,2,1,1,2,2,Amazon,5,"(443.994, 707.968]",2024-06,26-35,Budget
19091,Kathleen Williamson,29,OnePlus,OnePlus 12,764.2,1169.23,AUD,1.53,1.0,Negative,Australia,English,2024-12-26,True,1,1,1,2,1,0,BestBuy,3,"(707.968, 971.942]",2024-12,26-35,Upper-mid
19092,Diane Hodges,41,Xiaomi,Redmi Note 13,541.35,1986.75,AED,3.67,3.0,Neutral,UAE,English,2025-01-28,True,2,4,2,2,1,2,AliExpress,5,"(443.994, 707.968]",2025-01,36-45,Mid-range
19093,Chatresh Anne,18,Realme,Realme 12 Pro,495.0,41085.0,INR,83.0,3.0,Negative,India,Hindi,2024-06-29,True,1,2,1,1,1,3,Flipkart,6,"(443.994, 707.968]",2024-06,18-25,Budget
19094,Aaron Hahn,31,Motorola,Moto G Power,329.08,329.08,USD,1.0,4.0,Positive,USA,English,2025-06-30,True,5,4,4,3,4,6,eBay,9,"(178.7, 443.994]",2025-06,26-35,Mid-range
19095,Pamela Johnson,18,Xiaomi,Redmi Note 13,208.69,287.99,CAD,1.38,1.0,Negative,Canada,English,2024-07-08,True,1,1,1,1,1,3,AliExpress,6,"(178.7, 443.994]",2024-07,18-25,Mid-range
19096,Aaron Baker,34,Motorola,Moto G Power,483.17,1773.23,AED,3.67,3.0,Neutral,UAE,English,2024-08-18,True,3,1,1,2,1,3,Amazon,6,"(443.994, 707.968]",2024-08,26-35,Mid-range
19097,Donald Clark,26,Xiaomi,Redmi Note 13,428.36,334.12,GBP,0.78,4.0,Neutral,UK,English,2025-08-12,True,2,4,5,4,4,0,Flipkart,3,"(178.7, 443.994]",2025-08,26-35,Mid-range
19098,Anthony Ayers,37,Realme,Realme 12 Pro,204.69,313.18,AUD,1.53,4.0,Positive,Australia,English,2023-11-01,False,4,4,5,2,5,6,Amazon,6,"(178.7, 443.994]",2023-11,36-45,Budget
19099,Courtney Thomas MD,22,OnePlus,OnePlus 12,429.68,592.96,CAD,1.38,5.0,Positive,Canada,English,2025-05-11,False,4,5,5,5,5,4,BestBuy,4,"(178.7, 443.994]",2025-05,18-25,Upper-mid
19100,Angel Rodriguez,41,OnePlus,OnePlus 12,760.25,1049.14,CAD,1.38,3.0,Neutral,Canada,English,2023-12-29,True,2,3,3,2,4,4,Amazon,7,"(707.968, 971.942]",2023-12,36-45,Upper-mid
19101,Boris Striebitz-Kranz,25,OnePlus,OnePlus 11R,604.51,562.19,EUR,0.93,3.0,Positive,Germany,German,2025-03-01,True,4,2,3,2,1,4,AliExpress,7,"(443.994, 707.968]",2025-03,18-25,Upper-mid
19102,Susanne Barkholz,22,Apple,iPhone 13,1481.56,1377.85,EUR,0.93,2.0,Negative,Germany,German,2025-03-31,False,3,1,1,2,2,1,Flipkart,1,"(1235.916, 1499.89]",2025-03,18-25,Premium
19103,Irmgard Scholtz,27,Apple,iPhone 13,889.35,827.1,EUR,0.93,2.0,Neutral,Germany,German,2023-08-17,True,1,2,2,1,1,3,eBay,6,"(707.968, 971.942]",2023-08,26-35,Premium
19104,Sara Robinson,28,Google,Pixel 8,899.64,899.64,USD,1.0,2.0,Negative,USA,English,2024-06-11,True,1,2,5,2,1,2,Flipkart,5,"(707.968, 971.942]",2024-06,26-35,Upper-mid
19105,Dawn Myers,44,Google,Pixel 7a,641.2,2353.2,AED,3.67,3.0,Positive,UAE,English,2022-11-08,False,3,2,3,3,1,3,eBay,3,"(443.994, 707.968]",2022-11,36-45,Upper-mid
19106,Univ.Prof. Beatrice Austermühle,18,Google,Pixel 6,1042.79,969.79,EUR,0.93,4.0,Positive,Germany,German,2025-05-31,True,4,3,4,3,3,2,Amazon,5,"(971.942, 1235.916]",2025-05,18-25,Upper-mid
19107,Daniel Young,37,OnePlus,OnePlus 12,384.96,384.96,USD,1.0,3.0,Positive,USA,English,2023-06-20,False,3,3,3,3,2,3,AliExpress,3,"(178.7, 443.994]",2023-06,36-45,Upper-mid
19108,Pamela Vega,33,Samsung,Galaxy Z Flip,684.65,1047.51,AUD,1.53,5.0,Positive,Australia,English,2023-09-12,True,4,3,4,5,5,3,Flipkart,6,"(443.994, 707.968]",2023-09,26-35,Premium
19109,Michelle White,18,Realme,Realme Narzo 70,290.09,400.32,CAD,1.38,1.0,Negative,Canada,English,2024-05-24,True,1,1,1,2,2,0,AliExpress,3,"(178.7, 443.994]",2024-05,18-25,Budget
19110,Hermann Junck B.Eng.,24,Apple,iPhone 13,724.22,673.52,EUR,0.93,2.0,Negative,Germany,German,2025-09-10,True,1,1,1,2,2,1,Flipkart,4,"(707.968, 971.942]",2025-09,18-25,Premium
19111,Chad Holt MD,46,Samsung,Galaxy A55,1251.23,1251.23,USD,1.0,2.0,Neutral,USA,English,2023-05-15,True,2,1,1,1,2,2,Amazon,5,"(1235.916, 1499.89]",2023-05,46-55,Premium
19112,Emily Curtis,18,Motorola,Edge 50,362.38,500.08,CAD,1.38,1.0,Negative,Canada,English,2025-02-12,True,1,3,1,1,1,2,eBay,5,"(178.7, 443.994]",2025-02,18-25,Mid-range
19113,Lori Nichols,35,OnePlus,OnePlus 12,749.6,1146.89,AUD,1.53,3.0,Positive,Australia,English,2023-06-14,True,4,4,2,4,4,4,Flipkart,7,"(707.968, 971.942]",2023-06,26-35,Upper-mid
19114,Hardy Schmiedt,26,Xiaomi,Redmi Note 13,244.16,227.07,EUR,0.93,4.0,Positive,Germany,German,2024-07-06,False,4,4,2,4,2,3,eBay,3,"(178.7, 443.994]",2024-07,26-35,Mid-range
19115,Dr Rachael Stevenson,31,Samsung,Galaxy S24,710.83,554.45,GBP,0.78,1.0,Negative,UK,English,2024-10-13,False,1,1,1,1,1,1,Flipkart,1,"(707.968, 971.942]",2024-10,26-35,Premium
19116,Howard Jones,40,Google,Pixel 8,765.91,597.41,GBP,0.78,4.0,Positive,UK,English,2023-08-12,True,3,3,3,5,2,4,Unknown,7,"(707.968, 971.942]",2023-08,36-45,Upper-mid
19117,Mr Douglas Johnson,30,OnePlus,OnePlus 11R,874.96,682.47,GBP,0.78,2.0,Neutral,UK,English,2024-12-10,False,2,3,1,1,2,2,AliExpress,2,"(707.968, 971.942]",2024-12,26-35,Upper-mid
19118,Jon Smith,18,Xiaomi,Poco X6,228.54,315.39,CAD,1.38,3.0,Neutral,Canada,English,2022-12-22,True,3,3,4,3,4,2,Amazon,5,"(178.7, 443.994]",2022-12,18-25,Mid-range
19119,Jeffery Anderson,31,Google,Pixel 7a,523.73,722.75,CAD,1.38,2.0,Neutral,Canada,English,2024-03-24,True,3,1,3,1,1,4,eBay,7,"(443.994, 707.968]",2024-03,26-35,Upper-mid
19120,Prof. Kunigunda Reuter,39,Google,Pixel 6,867.93,807.17,EUR,0.93,1.0,Neutral,Germany,German,2024-05-28,False,2,1,1,2,1,1,AliExpress,1,"(707.968, 971.942]",2024-05,36-45,Upper-mid
19121,Eric Mcmahon,27,Motorola,Edge 50,771.5,1064.67,CAD,1.38,4.0,Positive,Canada,English,2025-04-19,True,4,4,4,5,3,7,AliExpress,10,"(707.968, 971.942]",2025-04,26-35,Mid-range
19122,Mr Marc Hall,48,Apple,iPhone 13,1475.09,1150.57,GBP,0.78,2.0,Neutral,UK,English,2025-07-10,False,2,2,1,2,3,1,BestBuy,1,"(1235.916, 1499.89]",2025-07,46-55,Premium
19123,Paul Bradley,35,Motorola,Razr 40,210.8,290.9,CAD,1.38,5.0,Positive,Canada,English,2024-11-27,True,5,5,5,5,5,11,Flipkart,14,"(178.7, 443.994]",2024-11,26-35,Mid-range
19124,Alejandra Robinson,29,Realme,Realme Narzo 70,444.27,444.27,USD,1.0,1.0,Negative,USA,English,2023-02-18,True,1,1,1,1,1,2,Flipkart,5,"(443.994, 707.968]",2023-02,26-35,Budget
19125,Sierra Wong,36,Google,Pixel 6,661.29,661.29,USD,1.0,5.0,Positive,USA,English,2023-11-25,True,4,5,3,3,5,5,Flipkart,8,"(443.994, 707.968]",2023-11,36-45,Upper-mid
19126,Aarnav Chakrabarti,30,Apple,iPhone 15 Pro,1025.39,85107.37,INR,83.0,3.0,Negative,India,Hindi,2024-04-23,True,2,2,4,2,4,4,eBay,7,"(971.942, 1235.916]",2024-04,26-35,Premium
19127,Aribert Kitzmann B.Sc.,20,Samsung,Galaxy Z Flip,627.29,583.38,EUR,0.93,4.0,Positive,Germany,German,2022-11-07,True,3,3,4,3,2,1,eBay,4,"(443.994, 707.968]",2022-11,18-25,Premium
19128,Melissa Clark,23,Xiaomi,Poco X6,545.75,753.14,CAD,1.38,2.0,Neutral,Canada,English,2025-08-28,True,2,3,1,1,2,1,AliExpress,4,"(443.994, 707.968]",2025-08,18-25,Mid-range
19129,Gerd Stroh B.Eng.,23,Apple,iPhone 15 Pro,1238.02,1151.36,EUR,0.93,1.0,Negative,Germany,German,2025-07-31,True,2,1,1,1,1,2,Unknown,5,"(1235.916, 1499.89]",2025-07,18-25,Premium
19130,Laís Viana,32,Motorola,Razr 40,778.4,4436.88,BRL,5.7,5.0,Positive,Brazil,Portuguese,2023-08-03,True,5,2,4,3,5,4,Amazon,7,"(707.968, 971.942]",2023-08,26-35,Mid-range
19131,Galina Kruschwitz,25,Samsung,Galaxy A55,563.35,523.92,EUR,0.93,5.0,Positive,Germany,German,2023-02-05,True,5,5,3,5,4,5,Unknown,8,"(443.994, 707.968]",2023-02,18-25,Premium
19132,Traudl Bolnbach,24,Xiaomi,Poco X6,358.27,333.19,EUR,0.93,4.0,Positive,Germany,German,2024-09-06,True,3,3,3,4,3,5,Flipkart,8,"(178.7, 443.994]",2024-09,18-25,Mid-range
19133,Elizabeth Ware,21,Google,Pixel 7a,606.52,2225.93,AED,3.67,4.0,Positive,UAE,English,2024-09-22,True,4,4,4,4,3,4,AliExpress,7,"(443.994, 707.968]",2024-09,18-25,Upper-mid
19134,Brent Boyd,36,Samsung,Galaxy Z Flip,1036.64,3804.47,AED,3.67,3.0,Positive,UAE,English,2023-08-25,True,3,3,2,1,4,10,Flipkart,13,"(971.942, 1235.916]",2023-08,36-45,Premium
19135,Ian Shelton,51,Realme,Realme 12 Pro,396.41,606.51,AUD,1.53,4.0,Positive,Australia,English,2024-12-24,False,5,3,4,5,4,7,Amazon,7,"(178.7, 443.994]",2024-12,46-55,Budget
19136,Diana Cooper,40,Motorola,Moto G Power,505.34000000000003,394.17,GBP,0.78,5.0,Positive,UK,English,2024-04-25,True,5,4,4,4,4,10,Amazon,13,"(443.994, 707.968]",2024-04,36-45,Mid-range
19137,Dra. Isabel Ramos,25,Google,Pixel 8,588.56,3354.79,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2024-05-12,True,3,2,5,2,2,0,BestBuy,3,"(443.994, 707.968]",2024-05,18-25,Upper-mid
19138,Michael Russell,37,Motorola,Moto G Power,505.34000000000003,505.34,USD,1.0,2.0,Neutral,USA,English,2025-04-30,True,1,2,1,3,1,0,Unknown,3,"(443.994, 707.968]",2025-04,36-45,Mid-range
19139,Michael Williams,46,OnePlus,OnePlus 11R,533.71,1958.72,AED,3.67,4.0,Positive,UAE,English,2023-08-03,True,3,4,2,2,3,3,Flipkart,6,"(443.994, 707.968]",2023-08,46-55,Upper-mid
19140,Timothy Smith,30,Samsung,Galaxy Z Flip,761.54,1165.16,AUD,1.53,3.0,Neutral,Australia,English,2025-09-13,True,2,4,2,1,3,0,Unknown,3,"(707.968, 971.942]",2025-09,26-35,Premium
19141,Apostolos Schmiedecke,42,OnePlus,OnePlus 12,377.37,350.95,EUR,0.93,4.0,Positive,Germany,German,2023-11-01,False,5,2,2,3,4,3,Flipkart,3,"(178.7, 443.994]",2023-11,36-45,Upper-mid
19142,Rebecca Acosta,36,Samsung,Galaxy Z Flip,1202.01,1202.01,USD,1.0,4.0,Positive,USA,English,2025-03-10,False,4,3,3,4,4,6,AliExpress,6,"(971.942, 1235.916]",2025-03,36-45,Premium
19143,Angela Reese,31,Motorola,Razr 40,372.85,1368.36,AED,3.67,3.0,Positive,UAE,English,2024-01-16,False,2,4,2,4,4,1,Unknown,1,"(178.7, 443.994]",2024-01,26-35,Mid-range
19144,Cody Ochoa,20,Motorola,Moto G Power,274.86,379.31,CAD,1.38,3.0,Neutral,Canada,English,2024-02-11,True,2,3,3,2,2,3,BestBuy,6,"(178.7, 443.994]",2024-02,18-25,Mid-range
19145,Dr. Leonardo da Conceição,31,Xiaomi,Redmi Note 13,400.65,2283.7,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-02-18,True,4,5,5,5,3,5,AliExpress,8,"(178.7, 443.994]",2024-02,26-35,Mid-range
19146,Emily Kelly,26,Realme,Realme 12 Pro,321.77,444.04,CAD,1.38,3.0,Positive,Canada,English,2023-02-16,True,3,1,3,1,1,6,BestBuy,9,"(178.7, 443.994]",2023-02,26-35,Budget
19147,Christopher Powell,22,Realme,Realme 12 Pro,228.4,228.4,USD,1.0,3.0,Neutral,USA,English,2025-04-14,True,2,2,1,4,2,3,BestBuy,6,"(178.7, 443.994]",2025-04,18-25,Budget
19148,Kevin Dawson,18,Xiaomi,Mi 13 Pro,634.8,971.24,AUD,1.53,3.0,Neutral,Australia,English,2025-06-26,True,3,1,1,3,3,4,eBay,7,"(443.994, 707.968]",2025-06,18-25,Mid-range
19149,Ashley Williams,18,Realme,Realme 12 Pro,359.39,1318.96,AED,3.67,3.0,Neutral,UAE,English,2023-06-18,True,3,2,3,3,4,3,Flipkart,6,"(178.7, 443.994]",2023-06,18-25,Budget
19150,Kristen Reed,20,Motorola,Moto G Power,481.02,481.02,USD,1.0,3.0,Positive,USA,English,2023-03-24,False,4,3,3,2,3,4,Amazon,4,"(443.994, 707.968]",2023-03,18-25,Mid-range
19151,Balveer Shankar,45,Realme,Realme 12 Pro,327.02,27142.66,INR,83.0,1.0,Negative,India,Hindi,2023-10-05,True,1,1,1,1,2,4,Amazon,7,"(178.7, 443.994]",2023-10,36-45,Budget
19152,Mrs Lisa Howell,19,Motorola,Edge 50,740.53,577.61,GBP,0.78,2.0,Neutral,UK,English,2025-07-11,False,1,1,1,3,2,2,AliExpress,2,"(707.968, 971.942]",2025-07,18-25,Mid-range
19153,Dr. Antônio Ramos,18,OnePlus,OnePlus Nord 3,921.53,5252.72,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-02-06,True,3,3,4,3,4,4,BestBuy,7,"(707.968, 971.942]",2024-02,18-25,Upper-mid
19154,Scott Norton,36,Motorola,Edge 50,220.18,336.88,AUD,1.53,2.0,Neutral,Australia,English,2024-12-21,True,2,2,2,2,2,0,Amazon,3,"(178.7, 443.994]",2024-12,36-45,Mid-range
19155,Douglas Clark,49,Google,Pixel 8,1083.62,1083.62,USD,1.0,4.0,Positive,USA,English,2022-11-19,True,3,4,3,5,5,6,eBay,9,"(971.942, 1235.916]",2022-11,46-55,Upper-mid
19156,Ing. Leonid Junk,26,Realme,Realme Narzo 70,425.2,395.44,EUR,0.93,2.0,Negative,Germany,German,2024-12-13,True,2,2,1,3,2,3,eBay,6,"(178.7, 443.994]",2024-12,26-35,Budget
19157,Ricky Hargreaves,25,Apple,iPhone 14,1022.59,797.62,GBP,0.78,2.0,Negative,UK,English,2024-03-11,True,3,3,1,2,2,4,Flipkart,7,"(971.942, 1235.916]",2024-03,18-25,Premium
19158,Christine Mathis,25,Samsung,Galaxy Z Flip,1199.27,1834.88,AUD,1.53,4.0,Positive,Australia,English,2025-05-19,True,5,4,2,1,4,6,Amazon,9,"(971.942, 1235.916]",2025-05,18-25,Premium
19159,Amara Ganguly,18,Realme,Realme Narzo 70,328.15,27236.45,INR,83.0,3.0,Positive,India,Hindi,2025-07-11,True,5,4,4,3,2,5,BestBuy,8,"(178.7, 443.994]",2025-07,18-25,Budget
19160,Mrs. Heather Williams,38,Samsung,Galaxy A55,1291.76,1782.63,CAD,1.38,4.0,Positive,Canada,English,2025-08-18,True,5,3,3,3,2,6,Amazon,9,"(1235.916, 1499.89]",2025-08,36-45,Premium
19161,Eduarda Teixeira,30,Samsung,Galaxy A55,1041.22,5934.95,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-05-26,True,2,1,1,1,1,3,AliExpress,6,"(971.942, 1235.916]",2024-05,26-35,Premium
19162,Laurie Rodriguez,28,OnePlus,OnePlus 11R,543.9,543.9,USD,1.0,4.0,Positive,USA,English,2025-09-07,True,3,3,4,5,4,4,AliExpress,7,"(443.994, 707.968]",2025-09,26-35,Upper-mid
19163,Sandra Kirby,38,Google,Pixel 6,1071.68,1639.67,AUD,1.53,1.0,Negative,Australia,English,2024-02-26,False,1,1,1,1,1,2,Flipkart,2,"(971.942, 1235.916]",2024-02,36-45,Upper-mid
19164,Kenneth Ward,25,Google,Pixel 8,985.63,3617.26,AED,3.67,2.0,Negative,UAE,English,2025-05-03,True,1,3,3,1,1,4,Flipkart,7,"(971.942, 1235.916]",2025-05,18-25,Upper-mid
19165,Helma Schleich,30,Apple,iPhone SE,1024.53,952.81,EUR,0.93,3.0,Positive,Germany,German,2023-04-28,True,1,3,3,3,3,4,Flipkart,7,"(971.942, 1235.916]",2023-04,26-35,Premium
19166,Zeynep Fritsch B.Sc.,41,Xiaomi,Redmi Note 13,661.75,615.43,EUR,0.93,1.0,Negative,Germany,German,2024-10-23,True,2,1,1,2,1,0,Flipkart,3,"(443.994, 707.968]",2024-10,36-45,Mid-range
19167,Jeffrey Tucker,39,Apple,iPhone 14,1188.89,1640.67,CAD,1.38,3.0,Neutral,Canada,English,2025-03-05,True,3,2,3,5,3,1,AliExpress,4,"(971.942, 1235.916]",2025-03,36-45,Premium
19168,Kathy Casey,28,OnePlus,OnePlus Nord 3,906.73,906.73,USD,1.0,1.0,Negative,USA,English,2024-10-27,False,2,1,1,1,1,2,AliExpress,2,"(707.968, 971.942]",2024-10,26-35,Upper-mid
19169,Mathias Câmara,29,Realme,Realme 12 Pro,554.16,3158.71,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-01-04,True,2,3,3,3,4,7,Amazon,10,"(443.994, 707.968]",2023-01,26-35,Budget
19170,Steven White,18,Apple,iPhone 13,1294.13,1785.9,CAD,1.38,4.0,Positive,Canada,English,2024-11-10,True,5,4,3,3,4,4,Amazon,7,"(1235.916, 1499.89]",2024-11,18-25,Premium
19171,Julie Robbins,36,Xiaomi,Redmi Note 13,638.69,2343.99,AED,3.67,1.0,Negative,UAE,English,2023-03-15,True,1,3,1,1,2,3,Amazon,6,"(443.994, 707.968]",2023-03,36-45,Mid-range
19172,Charvi Maharaj,43,Motorola,Moto G Power,275.48,22864.84,INR,83.0,2.0,Negative,India,Hindi,2025-02-16,True,2,3,1,1,1,1,Unknown,4,"(178.7, 443.994]",2025-02,36-45,Mid-range
19173,Prof. Leopoldine Bachmann B.Eng.,18,Apple,iPhone 14,1168.27,1086.49,EUR,0.93,3.0,Positive,Germany,German,2023-06-12,True,3,4,2,2,2,1,BestBuy,4,"(971.942, 1235.916]",2023-06,18-25,Premium
19174,Kimberly Mitchell,36,Google,Pixel 8,899.06,3299.55,AED,3.67,4.0,Positive,UAE,English,2023-01-07,True,4,4,3,4,4,2,Amazon,5,"(707.968, 971.942]",2023-01,36-45,Upper-mid
19175,Alícia Araújo,25,Xiaomi,Redmi Note 13,220.23,1255.31,BRL,5.7,4.0,Negative,Brazil,Portuguese,2023-07-09,False,5,4,3,3,4,4,Amazon,4,"(178.7, 443.994]",2023-07,18-25,Mid-range
19176,Miss Jayne Murphy,36,Apple,iPhone 13,1273.94,993.67,GBP,0.78,5.0,Positive,UK,English,2023-06-15,True,4,5,5,5,5,4,BestBuy,7,"(1235.916, 1499.89]",2023-06,36-45,Premium
19177,John Cherry,37,OnePlus,OnePlus 11R,907.81,1388.95,AUD,1.53,3.0,Neutral,Australia,English,2023-09-16,True,2,4,1,4,2,5,Flipkart,8,"(707.968, 971.942]",2023-09,36-45,Upper-mid
19178,Praneel Dugar,18,OnePlus,OnePlus 12,685.7,56913.1,INR,83.0,1.0,Neutral,India,Hindi,2022-12-09,True,1,1,1,1,2,3,eBay,6,"(443.994, 707.968]",2022-12,18-25,Upper-mid
